"","country","species","latitude","longitude","year_start","year_end"
"920","Kenya","funestus",-0.25,35.25,2000,2000
"922","Malaysia","maculatus",5.75,101.75,1994,1994
"923","Malaysia","maculatus",5.75,101.75,1995,1995
"930","India","annularis",22.25,84.75,2003,2003
"931","Tanzania (United Republic of)","arabiensis",-6.25,35.75,1988,1988
"936","Tanzania (United Republic of)","arabiensis",-5.75,35.75,1988,1988
"940","Tanzania (United Republic of)","arabiensis",-4.25,35.75,1986,1986
"942","Tanzania (United Republic of)","arabiensis",-3.75,35.75,1986,1986
"949","Tanzania (United Republic of)","arabiensis",-4.25,35.25,1986,1986
"950","Thailand","dirus",17.25,98.25,2002,2003
"951","Timor-Leste","subpictus",-8.25,127.25,2000,2000
"952","Tanzania (United Republic of)","funestus",-8.25,36.75,1992,1993
"953","Tanzania (United Republic of)","funestus",-8.25,36.75,1994,1994
"954","Kenya","arabiensis",-0.25,34.75,1996,1996
"955","Kenya","arabiensis",-0.25,34.25,1996,1996
"956","Kenya","gambiae",-0.25,34.25,1994,1994
"957","Kenya","arabiensis",-1.25,37.25,1996,1996
"958","Kenya","arabiensis",-3.25,37.75,1996,1996
"959","Kenya","arabiensis",-3.25,40.25,1996,1996
"960","Kenya","gambiae",-3.75,39.75,1994,1994
"961","Ghana","gambiae",10.75,-1.25,1994,1994
"962","Kenya","funestus",-0.25,34.75,2000,2000
"963","Kenya","funestus",-4.25,39.25,2000,2000
"971","South Africa","arabiensis",-27.25,32.25,2002,2002
"973","Sudan","arabiensis",15.25,35.75,1999,1999
"974","Sudan","arabiensis",15.25,35.75,2000,2000
"978","Guinea-Bissau","melas",11.75,-15.75,1992,1992
"991","Comoros","gambiae",-11.25,43.25,1987,1987
"992","Comoros","gambiae",-11.75,43.25,1987,1987
"998","Comoros","gambiae",-12.25,44.25,1987,1987
"1000","Comoros","gambiae",-12.25,43.75,1987,1987
"1004","Iran","sacharovi",29.75,51.75,1990,1990
"1005","Iran","sacharovi",36.75,52.75,2002,2002
"1006","Iran","sacharovi",36.75,53.75,2001,2001
"1007","Iran","sacharovi",36.75,53.25,2001,2001
"1008","Iran","sacharovi",36.75,53.25,2002,2002
"1009","Iran","sacharovi",39.25,44.75,2001,2001
"1010","Iran","sacharovi",39.25,45.25,2001,2001
"1011","Armenia","sacharovi",40.25,44.25,1998,1998
"1012","Armenia","sacharovi",40.25,44.25,1999,1999
"1013","Armenia","sacharovi",40.25,44.25,2000,2000
"1020","Kenya","gambiae",-0.25,34.25,1997,1997
"1021","South Africa","arabiensis",-27.25,32.25,1991,1991
"1022","South Africa","arabiensis",-26.75,32.25,1991,1991
"1023","Kenya","arabiensis",0.25,34.75,2002,2003
"1024","Sudan","arabiensis",15.25,35.75,2003,2003
"1025","Ghana","funestus",5.25,-0.75,1995,1995
"1027","Tanzania (United Republic of)","funestus",-5.25,38.75,1998,1998
"1028","Tanzania (United Republic of)","funestus",-5.25,38.75,1999,1999
"1030","Kenya","funestus",-4.75,39.25,1999,1999
"1031","Equatorial Guinea","funestus",3.75,8.75,1990,1990
"1032","Equatorial Guinea","funestus",1.75,9.75,1990,1990
"1033","Mozambique","arabiensis",-25.75,32.25,2000,2000
"1034","Cameroon","funestus",3.75,11.25,1996,1996
"1035","Senegal","nili",12.75,-12.25,2001,2001
"1036","Azerbaijan","sacharovi",39.75,48.25,1998,1998
"1037","Iran","superpictus",39.25,48.25,1998,1998
"1038","Ethiopia","nili",5.75,37.25,2001,2002
"1041","South Africa","arabiensis",-22.75,31.25,1989,1989
"1042","South Africa","arabiensis",-22.75,31.25,1990,1990
"1043","South Africa","arabiensis",-22.75,31.25,1991,1991
"1044","South Africa","arabiensis",-22.75,31.25,1992,1992
"1045","South Africa","arabiensis",-22.75,31.25,1993,1993
"1053","Kenya","funestus",-3.25,39.75,1991,1992
"1060","Kenya","funestus",-3.25,39.75,1997,1998
"1065","Kenya","arabiensis",-0.25,34.25,1998,1998
"1066","Burkina Faso","funestus",14.25,-0.25,1992,1992
"1069","Burkina Faso","funestus",13.75,-0.25,1992,1992
"1071","Burkina Faso","funestus",13.25,-0.75,1992,1992
"1072","Burkina Faso","funestus",12.75,-1.25,1992,1992
"1074","Burkina Faso","funestus",12.75,-1.25,1991,1991
"1076","Burkina Faso","funestus",10.75,-4.75,1992,1992
"1078","Burkina Faso","funestus",10.75,-4.75,1994,1994
"1079","Burkina Faso","funestus",10.25,-4.75,1992,1992
"1080","Burkina Faso","funestus",10.25,-4.75,1994,1994
"1081","Burkina Faso","funestus",9.75,-4.75,1992,1992
"1082","Burkina Faso","funestus",9.75,-4.75,1994,1994
"1083","Angola","funestus",-8.75,13.25,2001,2002
"1084","Angola","funestus",-8.75,13.75,2001,2002
"1088","Angola","funestus",-9.25,13.25,2001,2002
"1090","Angola","funestus",-12.75,15.75,2003,2004
"1092","Cameroon","funestus",4.75,12.25,1999,2000
"1093","Cameroon","funestus",4.25,11.75,1999,2000
"1097","The Gambia","gambiae",13.25,-14.25,1993,1993
"1098","Kenya","arabiensis",-0.75,34.25,2002,2002
"1099","Kenya","arabiensis",-0.25,34.75,2002,2002
"1100","Senegal","arabiensis",15.25,-14.75,2002,2002
"1101","Senegal","arabiensis",12.75,-12.25,2002,2002
"1102","Kenya","funestus",-3.75,39.25,2002,2003
"1103","Kenya","funestus",-3.25,39.75,2002,2003
"1104","Ethiopia","arabiensis",6.25,37.75,2001,2001
"1105","Sudan","arabiensis",19.75,30.75,1986,1986
"1106","Sudan","arabiensis",15.25,32.75,1985,1985
"1107","Sudan","arabiensis",15.25,32.75,1987,1987
"1108","Sudan","arabiensis",14.75,35.75,1985,1985
"1109","Sudan","arabiensis",14.75,35.75,1987,1987
"1110","Sudan","arabiensis",13.75,35.75,1985,1985
"1111","Sudan","arabiensis",15.25,36.25,1985,1985
"1112","Sudan","arabiensis",14.25,35.75,1985,1985
"1115","Sudan","arabiensis",13.75,33.75,1985,1985
"1117","Sudan","arabiensis",13.25,32.75,1985,1985
"1120","Sudan","arabiensis",12.75,32.75,1987,1987
"1121","Sudan","arabiensis",12.75,30.75,1987,1987
"1122","Sudan","arabiensis",4.75,31.75,1985,1985
"1125","Burkina Faso","arabiensis",12.25,-1.25,1992,1992
"1127","Ethiopia","arabiensis",5.75,37.75,1988,1989
"1128","Ethiopia","arabiensis",7.25,38.25,1988,1989
"1129","Ethiopia","arabiensis",7.75,38.75,1988,1989
"1130","South Africa","arabiensis",-25.25,31.75,1996,1996
"1131","South Africa","arabiensis",-22.75,31.25,1996,1996
"1133","Netherlands","atroparvus",51.75,3.75,1999,1999
"1134","Netherlands","atroparvus",51.75,4.25,1999,1999
"1136","Saudi Arabia","sergentii",16.75,42.75,1993,1995
"1137","Saudi Arabia","sergentii",17.75,42.25,1993,1995
"1138","Saudi Arabia","sergentii",18.75,42.25,1993,1995
"1139","Saudi Arabia","arabiensis",18.25,42.75,1993,1995
"1141","Saudi Arabia","sergentii",18.25,41.75,1993,1995
"1142","Saudi Arabia","arabiensis",18.75,43.25,1993,1995
"1144","Saudi Arabia","arabiensis",17.25,44.25,1993,1995
"1145","Mali","arabiensis",12.75,-7.75,2004,2004
"1146","Mali","gambiae",11.25,-5.75,2004,2004
"1147","Mali","gambiae",11.75,-8.25,2004,2004
"1148","Nigeria","gambiae",13.25,5.25,1997,1997
"1149","Nigeria","gambiae",11.25,7.25,1997,1997
"1150","Nigeria","gambiae",8.25,8.75,1997,1997
"1151","Nigeria","gambiae",6.25,5.75,1997,1997
"1152","Nigeria","gambiae",6.25,3.25,1999,1999
"1153","Nigeria","gambiae",9.25,6.25,1999,1999
"1154","Nigeria","gambiae",8.25,10.75,1999,1999
"1155","Nigeria","gambiae",5.75,7.25,1999,1999
"1156","Nigeria","gambiae",4.75,8.25,2000,2000
"1157","Nigeria","gambiae",11.25,8.25,2003,2004
"1158","Nigeria","gambiae",10.75,10.75,2003,2004
"1159","Nigeria","gambiae",7.25,3.75,2003,2004
"1160","Nigeria","gambiae",7.75,7.75,2003,2004
"1161","Nigeria","gambiae",7.25,5.25,2003,2004
"1162","Nigeria","gambiae",6.25,3.25,2003,2004
"1165","Nigeria","arabiensis",12.25,9.25,1999,1999
"1166","Nigeria","arabiensis",11.75,8.75,1999,1999
"1167","Nigeria","arabiensis",11.25,7.25,1999,1999
"1168","Nigeria","arabiensis",11.25,7.75,1997,1997
"1169","Nigeria","arabiensis",11.25,7.75,1999,1999
"1170","Nigeria","arabiensis",10.75,7.25,1997,1997
"1171","Nigeria","arabiensis",9.25,7.25,1997,1997
"1172","Nigeria","arabiensis",9.25,6.25,1997,1997
"1174","Nigeria","arabiensis",9.25,4.75,1997,1997
"1175","Nigeria","arabiensis",9.25,4.75,1999,1999
"1176","Nigeria","arabiensis",8.75,7.75,1999,1999
"1178","Nigeria","arabiensis",8.25,8.75,1999,1999
"1179","Nigeria","arabiensis",7.75,6.75,1999,1999
"1180","Nigeria","arabiensis",7.75,6.25,1997,1997
"1181","Nigeria","arabiensis",7.75,8.75,1999,1999
"1182","Nigeria","arabiensis",6.75,8.75,1997,1997
"1183","Nigeria","arabiensis",6.75,8.75,1999,1999
"1184","Nigeria","arabiensis",8.25,4.25,1997,1997
"1185","Nigeria","arabiensis",8.25,4.25,1999,1999
"1186","Nigeria","gambiae",6.25,7.25,1999,1999
"1187","Nigeria","arabiensis",6.25,3.25,1997,1997
"1189","Nigeria","arabiensis",6.25,5.75,1999,1999
"1190","Nigeria","arabiensis",5.75,5.75,1997,1997
"1191","Nigeria","arabiensis",5.75,5.75,1999,1999
"1192","Burkina Faso","funestus",11.75,-3.25,2002,2002
"1193","Burkina Faso","funestus",11.75,-2.75,2002,2002
"1195","Burkina Faso","funestus",12.25,-2.25,2002,2002
"1197","Burkina Faso","funestus",11.75,-0.75,2002,2002
"1198","Burkina Faso","funestus",11.75,-0.25,2002,2002
"1199","Burkina Faso","funestus",11.25,-0.25,2002,2002
"1200","Ghana","gambiae",6.75,-1.75,2002,2002
"1221","Tanzania (United Republic of)","funestus",-8.75,36.25,1991,1994
"1225","Kenya","gambiae",-0.25,34.25,2001,2001
"1226","Kenya","gambiae",-0.25,34.25,2002,2002
"1227","Kenya","gambiae",-0.25,34.75,2001,2001
"1229","Cameroon","funestus",4.25,11.25,1993,1993
"1230","Mali","gambiae",11.75,-8.25,1985,1985
"1231","Mali","gambiae",11.75,-8.25,1987,1987
"1232","Mali","gambiae",11.75,-8.25,1992,1992
"1233","Mali","gambiae",11.75,-8.25,1993,1993
"1234","Mali","gambiae",12.75,-8.25,1985,1985
"1235","Mali","gambiae",12.75,-8.25,1986,1986
"1237","Mali","gambiae",12.75,-8.25,1992,1992
"1238","Mali","gambiae",12.75,-8.25,1993,1993
"1239","Mali","gambiae",14.75,-2.75,1988,1988
"1240","Mali","gambiae",16.25,-3.25,1985,1985
"1241","Mali","gambiae",15.75,-1.25,1988,1988
"1242","Mali","gambiae",16.75,-0.25,1988,1988
"1243","Mali","gambiae",18.25,0.75,1988,1988
"1249","South Africa","arabiensis",-27.25,32.25,1986,1988
"1251","Cameroon","gambiae",3.75,11.75,1988,1988
"1252","Burkina Faso","arabiensis",12.25,-1.25,1985,1985
"1253","Burkina Faso","arabiensis",12.25,-1.75,1985,1985
"1254","Kenya","arabiensis",-0.25,34.25,2000,2000
"1258","Kenya","funestus",0.25,34.75,2000,2000
"1266","Kenya","gambiae",0.25,35.25,2000,2000
"1279","Kenya","arabiensis",0.25,36.25,2000,2000
"1281","Kenya","arabiensis",0.25,35.75,2000,2000
"1282","Kenya","gambiae",0.25,34.75,2004,2004
"1285","Tanzania (United Republic of)","gambiae",-8.25,36.25,1996,1996
"1286","Tanzania (United Republic of)","funestus",-3.25,36.75,1984,1985
"1287","Tanzania (United Republic of)","funestus",-3.25,36.75,1986,1986
"1289","Burkina Faso","funestus",12.25,-1.75,1986,1986
"1290","Tanzania (United Republic of)","funestus",-5.25,38.75,1997,1997
"1291","Ethiopia","arabiensis",7.75,38.75,1998,1998
"1292","Ethiopia","arabiensis",7.75,38.75,1999,1999
"1293","Mozambique","arabiensis",-25.25,32.75,1997,1998
"1296","Tanzania (United Republic of)","arabiensis",-3.25,37.25,2001,2002
"1309","The Gambia","melas",13.25,-15.75,1991,1991
"1310","Burundi","arabiensis",-3.25,29.25,1993,1993
"1313","Uganda","funestus",-0.75,31.25,1997,1997
"1316","Kenya","arabiensis",-3.25,40.25,2001,2003
"1319","Sudan","arabiensis",13.75,34.25,1995,1997
"1320","Ethiopia","arabiensis",12.25,39.75,1995,1997
"1321","Malawi","arabiensis",-14.25,35.25,1995,1997
"1322","Malawi","arabiensis",-16.25,34.75,1995,1997
"1327","Cameroon","gambiae",5.25,10.25,2000,2000
"1328","Tanzania (United Republic of)","arabiensis",-3.25,37.25,2000,2000
"1331","Egypt","sergentii",27.25,27.75,1987,1988
"1336","Madagascar","arabiensis",-18.75,47.75,1991,1991
"1337","Madagascar","arabiensis",-18.75,47.75,1992,1992
"1338","Burkina Faso","gambiae",11.25,-4.25,1999,2000
"1348","Gabon","gambiae",-1.75,12.75,1999,1999
"1349","São Tomé and Príncipe","gambiae",0.25,6.75,1998,1998
"1350","São Tomé and Príncipe","gambiae",1.75,7.25,1998,1998
"1352","Uganda","arabiensis",-0.25,32.75,2002,2003
"1353","Uganda","gambiae",-0.25,32.75,2001,2002
"1354","Uganda","gambiae",0.25,32.25,2001,2002
"1355","Uganda","gambiae",0.25,32.25,2002,2003
"1358","Uganda","gambiae",-0.25,32.25,2001,2002
"1359","Uganda","gambiae",-0.25,32.25,2002,2003
"1360","Madagascar","arabiensis",-18.75,47.75,1986,1986
"1368","Kenya","arabiensis",0.25,36.25,1991,1992
"1369","Zimbabwe","arabiensis",-16.25,29.25,2001,2001
"1371","Malawi","arabiensis",-16.25,34.75,2002,2002
"1372","Nigeria","funestus",7.25,3.75,2002,2003
"1373","Nigeria","funestus",8.25,4.75,2002,2003
"1375","Sudan","arabiensis",13.75,33.75,1997,1997
"1377","Sudan","arabiensis",14.25,33.75,1997,1997
"1378","Sudan","arabiensis",14.25,35.25,1997,1997
"1380","Sudan","arabiensis",14.25,34.75,1997,1997
"1383","Cameroon","arabiensis",9.25,13.75,2001,2001
"1384","Cameroon","arabiensis",10.75,14.25,1999,1999
"1385","Cameroon","arabiensis",10.75,14.25,2001,2001
"1386","Cameroon","arabiensis",10.75,14.25,2002,2002
"1387","The Gambia","melas",13.75,-15.75,1987,1987
"1391","Greece","sacharovi",40.75,26.25,1997,1999
"1392","Greece","superpictus",40.75,25.75,1997,1999
"1393","Senegal","arabiensis",16.25,-14.25,1990,1991
"1394","Senegal","arabiensis",16.25,-14.25,1994,1994
"1395","Burkina Faso","gambiae",11.25,-4.25,2004,2004
"1396","Kenya","arabiensis",-0.25,34.25,1999,1999
"1397","Turkey","sacharovi",36.75,35.75,1989,1989
"1398","Turkey","sacharovi",36.75,35.75,1990,1990
"1399","Turkey","sacharovi",36.75,35.25,1990,1990
"1400","Turkey","sacharovi",36.75,34.75,1990,1990
"1401","Ethiopia","arabiensis",8.75,39.75,1999,2000
"1402","Ethiopia","arabiensis",9.75,40.25,2001,2001
"1403","Madagascar","funestus",-18.75,46.25,2002,2002
"1404","Madagascar","funestus",-18.75,46.25,2003,2003
"1412","São Tomé and Príncipe","gambiae",0.25,6.75,1999,1999
"1417","Zimbabwe","arabiensis",-21.25,31.75,1986,1986
"1418","Zimbabwe","arabiensis",-21.25,31.25,1986,1986
"1419","Zimbabwe","arabiensis",-21.25,31.25,1987,1987
"1421","Equatorial Guinea","nili",1.75,10.25,2004,2004
"1422","Sierra Leone","gambiae",7.75,-11.75,1991,1991
"1423","Papua New Guinea","punctulatus",-3.75,142.75,1993,1994
"1428","Papua New Guinea","punctulatus",-3.75,142.25,1994,1994
"1429","The Gambia","melas",13.25,-15.75,1996,1996
"1430","The Gambia","melas",13.25,-15.75,1997,1997
"1431","The Gambia","gambiae",13.75,-15.25,1996,1996
"1432","The Gambia","gambiae",13.75,-15.25,1997,1997
"1437","Uganda","funestus",2.25,33.25,1998,1998
"1438","Uganda","funestus",1.75,33.25,1998,1998
"1439","Uganda","arabiensis",2.25,33.75,1998,1998
"1440","Ghana","funestus",5.25,-1.25,1994,1995
"1441","Ghana","melas",4.75,-1.75,1994,1995
"1443","Ghana","funestus",4.75,-2.25,1994,1995
"1445","The Gambia","arabiensis",13.75,-15.25,1988,1988
"1450","The Gambia","arabiensis",13.25,-15.25,1988,1988
"1455","Cameroon","funestus",3.75,11.25,2001,2001
"1456","Cameroon","funestus",3.25,11.25,2000,2000
"1457","Cameroon","funestus",3.25,11.25,2001,2001
"1462","Angola","gambiae",-12.25,13.75,2001,2001
"1463","Angola","gambiae",-12.75,13.25,2001,2001
"1464","Angola","gambiae",-12.75,15.75,2001,2001
"1465","Kenya","arabiensis",4.25,35.75,1994,1994
"1467","Kenya","gambiae",-3.75,39.75,1996,1996
"1472","Cameroon","moucheti",2.25,10.25,2001,2001
"1476","Liberia","gambiae",6.75,-9.75,1986,1986
"1477","Burkina Faso","arabiensis",12.25,-1.25,1993,1993
"1478","Egypt","sergentii",24.25,32.75,2000,2000
"1479","Egypt","sergentii",25.25,30.75,2001,2001
"1480","Kenya","funestus",-4.25,39.25,1992,1992
"1481","Kenya","funestus",-4.25,39.75,1992,1992
"1483","Romania","atroparvus",44.25,28.75,2002,2002
"1484","Romania","atroparvus",44.25,28.25,2002,2002
"1485","Romania","atroparvus",43.75,28.75,2002,2002
"1488","Romania","atroparvus",44.25,26.25,2000,2000
"1489","Romania","atroparvus",44.25,26.25,2001,2001
"1490","Romania","atroparvus",44.25,26.25,2002,2002
"1491","Romania","atroparvus",44.25,26.25,2003,2003
"1492","Romania","atroparvus",44.75,26.25,2000,2000
"1493","Romania","atroparvus",44.25,22.75,2002,2002
"1494","Romania","messeae",44.75,22.25,2002,2002
"1495","Romania","atroparvus",44.75,22.75,2002,2002
"1497","The Gambia","arabiensis",13.25,-15.25,1991,1991
"1499","Burkina Faso","gambiae",11.25,-4.25,2002,2002
"1500","Egypt","sergentii",24.25,32.75,1993,1993
"1501","Egypt","sergentii",24.75,32.75,1993,1993
"1502","Kenya","arabiensis",-0.25,37.25,2005,2005
"1504","Kenya","arabiensis",-0.75,37.25,2005,2005
"1506","Senegal","arabiensis",16.25,-16.25,1982,1982
"1507","Senegal","arabiensis",16.25,-16.25,1983,1983
"1508","Senegal","arabiensis",16.75,-14.75,1982,1982
"1510","Senegal","arabiensis",16.25,-14.25,1982,1982
"1512","Mauritania","arabiensis",15.75,-13.25,1982,1982
"1513","Senegal","arabiensis",16.25,-14.75,1982,1982
"1514","Tanzania (United Republic of)","arabiensis",-4.75,39.25,1982,1985
"1515","Tanzania (United Republic of)","arabiensis",-5.25,38.75,1982,1985
"1517","Tanzania (United Republic of)","arabiensis",-5.25,38.25,1982,1985
"1518","Tanzania (United Republic of)","arabiensis",-4.75,38.25,1982,1985
"1519","Tanzania (United Republic of)","arabiensis",-3.25,35.75,1982,1985
"1520","Tanzania (United Republic of)","arabiensis",-4.25,35.75,1982,1985
"1521","Tanzania (United Republic of)","arabiensis",-7.25,35.75,1982,1985
"1522","Tanzania (United Republic of)","gambiae",-9.75,33.75,1982,1985
"1524","Tanzania (United Republic of)","gambiae",-6.75,36.75,1982,1985
"1526","Tanzania (United Republic of)","gambiae",-6.75,39.25,1982,1985
"1527","Tanzania (United Republic of)","arabiensis",-6.25,39.25,1982,1985
"1528","Mozambique","funestus",-23.75,35.25,2002,2002
"1529","Burkina Faso","arabiensis",12.25,-1.25,1994,1994
"1531","Kenya","funestus",-0.25,34.25,1990,1991
"1535","Belgium","atroparvus",51.25,4.25,1982,1982
"1536","Belgium","atroparvus",51.25,4.25,1983,1983
"1537","Belgium","atroparvus",51.25,4.25,1984,1984
"1539","Kenya","arabiensis",0.25,34.75,1987,1987
"1543","Kenya","gambiae",-0.25,35.25,1987,1987
"1544","Tanzania (United Republic of)","arabiensis",-4.75,39.25,1987,1987
"1546","Senegal","arabiensis",15.25,-14.75,1995,1995
"1547","South Africa","arabiensis",-22.75,31.25,1995,1995
"1548","Kenya","funestus",-4.75,39.25,1994,1994
"1549","Kenya","funestus",-4.75,39.25,1995,1995
"1550","Kenya","funestus",-4.25,39.75,1994,1994
"1551","Kenya","funestus",-4.25,39.75,1995,1995
"1554","Kenya","funestus",-4.25,39.25,1994,1994
"1555","Kenya","funestus",-4.25,39.25,1995,1995
"1572","Kenya","funestus",0.25,34.25,1988,1988
"1573","The Gambia","melas",13.75,-15.25,1993,1993
"1574","Burkina Faso","funestus",11.25,-4.25,2003,2003
"1575","Mali","arabiensis",14.25,-5.75,1999,1999
"1577","Kenya","arabiensis",-0.25,34.25,1989,1989
"1578","Madagascar","arabiensis",-18.75,47.25,1991,1991
"1579","Gabon","moucheti",-0.75,10.25,1998,1998
"1580","Gabon","moucheti",-0.75,10.25,1999,1999
"1591","Kenya","funestus",-0.25,34.75,2003,2004
"1594","Kenya","funestus",-0.75,34.75,2003,2004
"1602","Eritrea","arabiensis",15.25,36.75,1999,1999
"1603","Ethiopia","arabiensis",5.75,37.75,2001,2001
"1604","Ethiopia","arabiensis",8.75,38.75,2001,2001
"1605","Ethiopia","arabiensis",8.25,34.75,2001,2001
"1606","Ethiopia","arabiensis",14.25,38.25,2001,2001
"1607","Kenya","funestus",-4.25,39.25,1999,1999
"1608","Kenya","funestus",-3.75,39.75,2001,2001
"1618","Nigeria","arabiensis",6.75,4.75,1999,1999
"1622","Mozambique","arabiensis",-26.25,32.25,1995,1996
"1624","Tanzania (United Republic of)","arabiensis",-8.25,36.75,1995,1995
"1625","Kenya","gambiae",-1.25,34.25,1994,1994
"1626","Kenya","gambiae",-0.75,34.75,1994,1994
"1627","Kenya","gambiae",-4.75,39.25,1996,1996
"1628","Kenya","gambiae",0.75,34.75,1994,1994
"1629","Kenya","gambiae",-0.25,34.75,1994,1994
"1630","Democratic Republic of the Congo","gambiae",-4.25,15.25,2000,2000
